23.58326,46.76612,354
23.58555,46.7669,353
23.58889,46.76831,350
23.59249,46.76955,345
23.59651,46.77063,345
23.59666,46.77047,345
23.5968,46.77019,345
23.5968,46.77019,345
23.59689,46.77004,344
23.59689,46.77004,344
23.5972,46.76948,343
23.5972,46.76948,343
23.59754,46.76894,343
23.59754,46.76894,343
23.59785,46.76831,344
23.59794,46.76778,345
23.59794,46.76778,345
23.59797,46.7675,346
23.59797,46.7675,346
23.59806,46.76716,347
23.59806,46.76716,347
23.59821,46.76685,349
23.59821,46.76685,349
23.59853,46.76639,353
23.59881,46.76599,357
23.59881,46.76599,357
23.59888,46.76572,360
23.59875,46.76537,362
23.59875,46.76537,362
23.59847,46.76468,366
23.59847,46.76468,366
23.5982,46.76385,368
23.5982,46.76385,368
23.59802,46.76324,370
23.59788,46.76276,376
23.59788,46.76276,376
23.59769,46.7621,383
23.59769,46.7621,383
23.59763,46.7619,384
23.59762,46.76133,388
23.59762,46.76133,388
23.59777,46.76077,392
23.59777,46.76077,392
23.59816,46.75983,397
23.59846,46.75916,403
23.59846,46.75916,403
23.59854,46.7589,406
23.59854,46.7589,406
23.59852,46.75878,407
23.59852,46.75878,407
23.5985,46.7587,408
23.5985,46.7587,408
23.59845,46.75862,409
23.59839,46.75853,410
23.59839,46.75853,410
23.59833,46.75848,411
23.59833,46.75848,411
23.59809,46.75832,414
23.59809,46.75832,414
23.59791,46.7582,416
23.59791,46.7582,416
23.5978,46.7581,417
23.59774,46.75805,417
23.59774,46.75805,417
23.59771,46.75796,418
23.59771,46.75796,418
23.59768,46.75785,419
23.59768,46.75785,419
23.59768,46.75777,419
23.59768,46.75777,419
23.59769,46.75767,420
23.59787,46.75721,423
23.59787,46.75721,423
23.59794,46.75697,424
23.59794,46.75697,424
23.59792,46.75683,424
23.59792,46.75683,424
23.59786,46.7567,424
23.59786,46.7567,424
23.59775,46.7566,425
23.59743,46.75645,426
23.59743,46.75645,426
23.59701,46.75628,427
23.59701,46.75628,427
23.59628,46.75599,430
23.59628,46.75599,430
23.59611,46.75599,431
23.59611,46.75599,431
23.59589,46.75601,432
23.5957,46.75601,432
23.5957,46.75601,432
23.59553,46.756,433
23.59553,46.756,433
23.59534,46.75599,434
23.59534,46.75599,434
23.59466,46.75588,434
23.59466,46.75588,434
23.5943,46.75583,434
23.5943,46.75583,434
23.59351,46.75576,434
23.59351,46.75576,434
23.59311,46.75572,435
23.59311,46.75572,435
23.59114,46.75551,435
23.59114,46.75551,435
23.58889,46.75528,429
23.58817,46.75518,428
23.58648,46.75485,428
23.58648,46.75485,428
23.5849,46.75454,436
23.5849,46.75454,436
23.5843,46.75449,437
23.5843,46.75449,437
23.58408,46.7545,438
23.58408,46.7545,438
23.58404,46.7545,438
23.58393,46.75447,438
23.58393,46.75447,438
23.5839,46.75443,438
23.5839,46.75443,438
23.58387,46.75442,438
23.58387,46.75442,438
23.58315,46.75418,438
23.58393,46.75432,438
23.58393,46.75432,438
23.58405,46.75432,438
23.5841,46.75423,439
23.5841,46.75423,439
23.58415,46.75412,439
23.58415,46.75412,439
23.58432,46.7538,441
23.58432,46.7538,441
23.58438,46.75367,442
23.58438,46.75367,442
23.58444,46.75354,443
23.58446,46.75346,444
23.58446,46.75346,444
23.58447,46.75332,446
23.58447,46.75332,446
23.58446,46.75325,446
23.58446,46.75325,446
23.58414,46.75293,451
23.58414,46.75293,451
23.58373,46.75252,454
23.58325,46.75204,457
23.58325,46.75204,457
23.58316,46.75195,457
23.58316,46.75195,457
23.58312,46.75191,457
23.58309,46.75193,457
23.58309,46.75193,457
23.58312,46.75191,457
23.58312,46.75191,457
23.5832,46.75187,457
23.58334,46.75181,457
23.58334,46.75181,457
23.58369,46.75164,457
23.58369,46.75164,457
23.58383,46.75158,457
23.58378,46.75153,457
23.58378,46.75153,457
23.58372,46.75147,457
23.58372,46.75147,457
23.58356,46.7514,457
23.58356,46.7514,457
23.58355,46.75136,457
23.58355,46.75136,457
23.5836,46.75131,457
23.5836,46.75131,457
23.58372,46.75133,457
23.58372,46.75133,457
23.58406,46.75134,457
23.58568,46.75146,457
23.58568,46.75146,457
23.5872,46.75157,452
23.5872,46.75157,452
23.58838,46.75165,451

   
