23.555042,46.771969,355
23.55509,46.77195,355
23.555111,46.77198,355
23.555079,46.771954,355
23.55505,46.771938,355
23.555019,46.771919,355
23.554989,46.771893,355
23.554962,46.771866,355
23.554937,46.771843,355
23.554907,46.771812,355
23.554922,46.771786,355
23.554966,46.771782,355
23.555027,46.771774,355
23.555061,46.771767,355
23.555098,46.771759,354
23.555134,46.771748,354
23.555176,46.77174,354
23.555225,46.771732,354
23.555277,46.771725,354
23.555328,46.771721,354
23.555393,46.771725,354
23.555464,46.771732,354
23.555542,46.771744,354
23.555626,46.771748,354
23.555704,46.771755,354
23.555777,46.771763,354
23.555845,46.77177,354
23.555944,46.77179,354
23.556166,46.771851,354
23.556271,46.771896,354
23.556366,46.771912,353
23.556469,46.771923,353
23.556572,46.771912,353
23.556717,46.771915,352
23.556808,46.771931,352
23.556883,46.771961,352
23.556952,46.771973,351
23.557037,46.771976,351
23.557117,46.77198,351
23.557182,46.771992,351
23.557301,46.772011,351
23.557413,46.77203,351
23.557531,46.772053,351
23.55764,46.772076,351
23.557745,46.772118,351
23.557802,46.772121,351
23.557854,46.772152,351
23.557951,46.772171,351
23.558039,46.772209,351
23.558132,46.772232,351
23.558241,46.772285,352
23.558331,46.772312,352
23.558409,46.77232,353
23.558508,46.772331,354
23.558588,46.772343,355
23.558697,46.772354,356
23.558796,46.772373,357
23.558897,46.772388,357
23.558956,46.772388,357
23.559061,46.772419,357
23.559151,46.772438,357
23.559242,46.772449,357
23.559334,46.772461,357
23.559425,46.772476,357
23.559517,46.77248,357
23.559591,46.772484,356
23.559692,46.772472,356
23.559792,46.77243,355
23.559856,46.772423,354
23.559914,46.772423,354
23.560001,46.772442,354
23.560091,46.772465,354
23.560183,46.772495,354
23.560259,46.772514,354
23.560333,46.772541,354
23.560406,46.772575,354
23.560467,46.772598,354
23.560524,46.772614,354
23.560637,46.772652,354
23.56076,46.772686,354
23.560879,46.772736,353
23.560974,46.772751,353
23.561043,46.772762,353
23.561121,46.772774,353
23.561224,46.772778,352
23.5613,46.772785,352
23.561388,46.772808,352
23.561466,46.772827,352
23.56155,46.77285,352
23.561628,46.772869,352
23.56171,46.772877,352
23.561789,46.772881,351
23.561874,46.772892,351
23.561977,46.772903,351
23.562054,46.77293,351
23.562153,46.772953,351
23.562248,46.772972,351
23.562332,46.772984,351
23.56242,46.773003,351
23.562525,46.773003,351
23.562656,46.772999,351
23.562735,46.773003,351
23.56282,46.77301,351
23.562912,46.773029,351
23.563,46.773041,351
23.563065,46.773026,350
23.56319,46.773033,350
23.563292,46.773041,350
23.563389,46.773041,349
23.563437,46.77301,349
23.563562,46.773037,349
23.563692,46.773045,348
23.563793,46.773048,348
23.563908,46.773064,348
23.564022,46.773075,347
23.564117,46.773083,347
23.564199,46.773098,347
23.564272,46.773098,347
23.56431,46.773102,347
